iter	Logloss
185	2.84012675e-05
186	2.84012675e-05
187	2.84012675e-05
188	2.84012675e-05
189	2.84012675e-05
190	2.84012675e-05
191	2.84012675e-05
192	2.84012675e-05
193	2.84012675e-05
194	2.84012675e-05
195	2.84012675e-05
196	2.84012675e-05
197	2.84012675e-05
198	2.84012675e-05
199	2.84012675e-05
200	2.84012675e-05
201	2.84012675e-05
202	2.84012675e-05
203	2.84012675e-05
204	2.84012675e-05
205	2.84012675e-05
206	2.84012675e-05
207	2.84012675e-05
208	2.84012675e-05
209	2.84012675e-05
210	2.84012675e-05
211	2.84012675e-05
212	2.84012675e-05
213	2.84012675e-05
214	2.84012675e-05
215	2.84012675e-05
216	2.84012675e-05
217	2.84012675e-05
218	2.84012675e-05
219	2.84012675e-05
220	2.84012675e-05
221	2.84012675e-05
222	2.84012675e-05
223	2.84012675e-05
224	2.84012675e-05
225	2.84012675e-05
226	2.84012675e-05
227	2.84012675e-05
228	2.84012675e-05
229	2.84012675e-05
230	2.84012675e-05
231	2.84012675e-05
232	2.84012675e-05
233	2.84012675e-05
234	2.84012675e-05
235	2.84012675e-05
236	2.84012675e-05
237	2.84012675e-05
238	2.84012675e-05
239	2.84012675e-05
240	2.84012675e-05
241	2.84012675e-05
242	2.84012675e-05
243	2.84012675e-05
244	2.84012675e-05
245	2.84012675e-05
246	2.84012675e-05
247	2.84012675e-05
248	2.84012675e-05
249	2.84012675e-05
250	2.84012675e-05
251	2.84012675e-05
252	2.84012675e-05
253	2.84012675e-05
254	2.84012675e-05
255	2.84012675e-05
256	2.84012675e-05
257	2.84012675e-05
258	2.84012675e-05
259	2.84012675e-05
260	2.84012675e-05
261	2.84012675e-05
262	2.84012675e-05
263	2.84012675e-05
264	2.84012675e-05
265	2.84012675e-05
266	2.84012675e-05
267	2.84012675e-05
268	2.84012675e-05
269	2.84012675e-05
270	2.84012675e-05
271	2.84012675e-05
272	2.84012675e-05
273	2.84012675e-05
274	2.84012675e-05
275	2.84012675e-05
276	2.84012675e-05
277	2.84012675e-05
278	2.84012675e-05
279	2.84012675e-05
280	2.84012675e-05
281	2.84012675e-05
282	2.84012675e-05
283	2.84012675e-05
284	2.84012675e-05
285	2.84012675e-05
286	2.84012675e-05
287	2.84012675e-05
288	2.84012675e-05
289	2.84012675e-05
290	2.84012675e-05
291	2.84012675e-05
292	2.84012675e-05
293	2.84012675e-05
294	2.84012675e-05
295	2.84012675e-05
296	2.84012675e-05
297	2.84012675e-05
298	2.84012675e-05
299	2.84012675e-05
300	2.84012675e-05
301	2.84012675e-05
302	2.84012675e-05
303	2.84012675e-05
304	2.84012675e-05
305	2.84012675e-05
306	2.84012675e-05
307	2.84012675e-05
308	2.84012675e-05
309	2.84012675e-05
310	2.84012675e-05
311	2.84012675e-05
312	2.84012675e-05
313	2.84012675e-05
314	2.84012675e-05
315	2.84012675e-05
316	2.84012675e-05
317	2.84012675e-05
318	2.84012675e-05
319	2.84012675e-05
320	2.84012675e-05
321	2.84012675e-05
322	2.84012675e-05
323	2.84012675e-05
324	2.84012675e-05
325	2.84012675e-05
326	2.84012675e-05
327	2.84012675e-05
328	2.84012675e-05
329	2.84012675e-05
330	2.84012675e-05
331	2.84012675e-05
332	2.84012675e-05
333	2.84012675e-05
334	2.84012675e-05
335	2.84012675e-05
336	2.84012675e-05
337	2.84012675e-05
338	2.84012675e-05
339	2.84012675e-05
340	2.84012675e-05
341	2.84012675e-05
342	2.84012675e-05
343	2.84012675e-05
344	2.84012675e-05
345	2.84012675e-05
346	2.84012675e-05
347	2.84012675e-05
348	2.84012675e-05
349	2.84012675e-05
350	2.84012675e-05
351	2.84012675e-05
352	2.84012675e-05
353	2.84012675e-05
354	2.84012675e-05
355	2.84012675e-05
356	2.84012675e-05
357	2.84012675e-05
358	2.84012675e-05
359	2.84012675e-05
360	2.84012675e-05
361	2.84012675e-05
362	2.84012675e-05
363	2.84012675e-05
364	2.84012675e-05
365	2.84012675e-05
366	2.84012675e-05
367	2.84012675e-05
368	2.84012675e-05
369	2.84012675e-05
370	2.84012675e-05
371	2.84012675e-05
372	2.84012675e-05
373	2.84012675e-05
374	2.84012675e-05
375	2.84012675e-05
376	2.84012675e-05
377	2.84012675e-05
378	2.84012675e-05
379	2.84012675e-05
380	2.84012675e-05
381	2.84012675e-05
382	2.84012675e-05
383	2.84012675e-05
384	2.84012675e-05
385	2.84012675e-05
386	2.84012675e-05
387	2.84012675e-05
388	2.84012675e-05
389	2.84012675e-05
390	2.84012675e-05
391	2.84012675e-05
392	2.84012675e-05
393	2.84012675e-05
394	2.84012675e-05
395	2.84012675e-05
396	2.84012675e-05
397	2.84012675e-05
398	2.84012675e-05
399	2.84012675e-05
400	2.84012675e-05
401	2.84012675e-05
402	2.84012675e-05
403	2.84012675e-05
404	2.84012675e-05
405	2.84012675e-05
406	2.84012675e-05
407	2.84012675e-05
408	2.84012675e-05
409	2.84012675e-05
410	2.84012675e-05
411	2.84012675e-05
412	2.84012675e-05
413	2.84012675e-05
414	2.84012675e-05
415	2.84012675e-05
416	2.84012675e-05
417	2.84012675e-05
418	2.84012675e-05
419	2.84012675e-05
420	2.84012675e-05
421	2.84012675e-05
422	2.84012675e-05
423	2.84012675e-05
424	2.84012675e-05
425	2.84012675e-05
426	2.84012675e-05
427	2.84012675e-05
428	2.84012675e-05
429	2.84012675e-05
430	2.84012675e-05
431	2.84012675e-05
432	2.84012675e-05
433	2.84012675e-05
434	2.84012675e-05
435	2.84012675e-05
436	2.84012675e-05
437	2.84012675e-05
438	2.84012675e-05
439	2.84012675e-05
440	2.84012675e-05
441	2.84012675e-05
442	2.84012675e-05
443	2.84012675e-05
444	2.84012675e-05
445	2.84012675e-05
446	2.84012675e-05
447	2.84012675e-05
448	2.84012675e-05
449	2.84012675e-05
450	2.84012675e-05
451	2.84012675e-05
452	2.84012675e-05
453	2.84012675e-05
454	2.84012675e-05
455	2.84012675e-05
456	2.84012675e-05
457	2.84012675e-05
458	2.84012675e-05
459	2.84012675e-05
460	2.84012675e-05
461	2.84012675e-05
462	2.84012675e-05
463	2.84012675e-05
464	2.84012675e-05
465	2.84012675e-05
466	2.84012675e-05
467	2.84012675e-05
468	2.84012675e-05
469	2.84012675e-05
470	2.84012675e-05
471	2.84012675e-05
472	2.84012675e-05
473	2.84012675e-05
474	2.84012675e-05
475	2.84012675e-05
476	2.84012675e-05
477	2.84012675e-05
478	2.84012675e-05
479	2.84012675e-05
480	2.84012675e-05
481	2.84012675e-05
482	2.84012675e-05
483	2.84012675e-05
484	2.84012675e-05
485	2.84012675e-05
486	2.84012675e-05
487	2.84012675e-05
488	2.84012675e-05
489	2.84012675e-05
490	2.84012675e-05
491	2.84012675e-05
492	2.84012675e-05
493	2.84012675e-05
494	2.84012675e-05
495	2.84012675e-05
496	2.84012675e-05
497	2.84012675e-05
498	2.84012675e-05
499	2.84012675e-05
500	2.84012675e-05
501	2.84012675e-05
502	2.84012675e-05
503	2.84012675e-05
504	2.84012675e-05
505	2.84012675e-05
506	2.84012675e-05
507	2.84012675e-05
508	2.84012675e-05
509	2.84012675e-05
510	2.84012675e-05
511	2.84012675e-05
512	2.84012675e-05
513	2.84012675e-05
514	2.84012675e-05
515	2.84012675e-05
516	2.84012675e-05
517	2.84012675e-05
518	2.84012675e-05
519	2.84012675e-05
520	2.84012675e-05
521	2.84012675e-05
522	2.84012675e-05
523	2.84012675e-05
524	2.84012675e-05
525	2.84012675e-05
526	2.84012675e-05
527	2.84012675e-05
528	2.84012675e-05
529	2.84012675e-05
530	2.84012675e-05
531	2.84012675e-05
532	2.84012675e-05
533	2.84012675e-05
534	2.84012675e-05
535	2.84012675e-05
536	2.84012675e-05
537	2.84012675e-05
538	2.84012675e-05
539	2.84012675e-05
540	2.84012675e-05
541	2.84012675e-05
542	2.84012675e-05
543	2.84012675e-05
544	2.84012675e-05
545	2.84012675e-05
546	2.84012675e-05
547	2.84012675e-05
548	2.84012675e-05
549	2.84012675e-05
550	2.84012675e-05
551	2.84012675e-05
552	2.84012675e-05
553	2.84012675e-05
554	2.84012675e-05
555	2.84012675e-05
556	2.84012675e-05
557	2.84012675e-05
558	2.84012675e-05
559	2.84012675e-05
560	2.84012675e-05
561	2.84012675e-05
562	2.84012675e-05
563	2.84012675e-05
564	2.84012675e-05
565	2.84012675e-05
566	2.84012675e-05
567	2.84012675e-05
568	2.84012675e-05
569	2.84012675e-05
570	2.84012675e-05
571	2.84012675e-05
572	2.84012675e-05
573	2.84012675e-05
574	2.84012675e-05
575	2.84012675e-05
576	2.84012675e-05
577	2.84012675e-05
578	2.84012675e-05
579	2.84012675e-05
580	2.84012675e-05
581	2.84012675e-05
582	2.84012675e-05
583	2.84012675e-05
584	2.84012675e-05
585	2.84012675e-05
586	2.84012675e-05
587	2.84012675e-05
588	2.84012675e-05
589	2.84012675e-05
590	2.84012675e-05
591	2.84012675e-05
592	2.84012675e-05
593	2.84012675e-05
594	2.84012675e-05
595	2.84012675e-05
596	2.84012675e-05
597	2.84012675e-05
598	2.84012675e-05
599	2.84012675e-05
600	2.84012675e-05
601	2.84012675e-05
602	2.84012675e-05
603	2.84012675e-05
604	2.84012675e-05
605	2.84012675e-05
606	2.84012675e-05
607	2.84012675e-05
608	2.84012675e-05
609	2.84012675e-05
610	2.84012675e-05
611	2.84012675e-05
612	2.84012675e-05
613	2.84012675e-05
614	2.84012675e-05
615	2.84012675e-05
616	2.84012675e-05
617	2.84012675e-05
618	2.84012675e-05
619	2.84012675e-05
620	2.84012675e-05
621	2.84012675e-05
622	2.84012675e-05
623	2.84012675e-05
624	2.84012675e-05
625	2.84012675e-05
626	2.84012675e-05
627	2.84012675e-05
628	2.84012675e-05
629	2.84012675e-05
630	2.84012675e-05
631	2.84012675e-05
632	2.84012675e-05
633	2.84012675e-05
634	2.84012675e-05
635	2.84012675e-05
636	2.84012675e-05
637	2.84012675e-05
638	2.84012675e-05
639	2.84012675e-05
640	2.84012675e-05
641	2.84012675e-05
642	2.84012675e-05
643	2.84012675e-05
644	2.84012675e-05
645	2.84012675e-05
646	2.84012675e-05
647	2.84012675e-05
648	2.84012675e-05
649	2.84012675e-05
650	2.84012675e-05
651	2.84012675e-05
652	2.84012675e-05
653	2.84012675e-05
654	2.84012675e-05
655	2.84012675e-05
656	2.84012675e-05
657	2.84012675e-05
658	2.84012675e-05
659	2.84012675e-05
660	2.84012675e-05
661	2.84012675e-05
662	2.84012675e-05
663	2.84012675e-05
664	2.84012675e-05
665	2.84012675e-05
666	2.84012675e-05
667	2.84012675e-05
668	2.84012675e-05
669	2.84012675e-05
670	2.84012675e-05
671	2.84012675e-05
672	2.84012675e-05
673	2.84012675e-05
674	2.84012675e-05
675	2.84012675e-05
676	2.84012675e-05
677	2.84012675e-05
678	2.84012675e-05
679	2.84012675e-05
680	2.84012675e-05
681	2.84012675e-05
682	2.84012675e-05
683	2.84012675e-05
684	2.84012675e-05
685	2.84012675e-05
686	2.84012675e-05
687	2.84012675e-05
688	2.84012675e-05
689	2.84012675e-05
690	2.84012675e-05
691	2.84012675e-05
692	2.84012675e-05
693	2.84012675e-05
694	2.84012675e-05
695	2.84012675e-05
696	2.84012675e-05
697	2.84012675e-05
698	2.84012675e-05
699	2.84012675e-05
